576,1
3042,0
2113,0
2694,0
965,1
2461,1
528,1
176,0
1582,1
422,0
680,0
2451,0
3909,1
1916,0
3144,0
3532,1
572,0
1488,0
2247,0
288,0
3552,1
2574,1
1588,0
3566,1
1545,0
2034,0
177,0
3859,0
1882,0
1642,0
907,1
1822,0
3034,0
2741,0
370,0
1110,1
1729,0
1621,0
932,0
729,0
598,0
2740,0
2285,0
2510,0
1612,0
1174,1
1877,0
141,1
3283,0
491,0
198,0
3770,1
1334,0
2882,1
2988,1
195,0
874,0
2383,1
3220,1
840,1
581,1
2941,0
905,1
631,1
3856,0
162,0
2699,1
2269,1
1510,1
2602,0
925,0
1740,0
547,1
1220,0
3365,0
1803,0
2046,0
611,1
2530,0
3652,0
1436,1
2287,0
742,0
637,0
2228,1
1912,1
1775,0
1414,0
48,1
2367,1
921,0
3483,0
756,0
2167,1
2312,0
1398,1
3277,0
1610,1
3666,0
2742,0
1850,1
3779,1
2379,0
2476,0
1221,0
2720,0
3227,0
1070,0
3601,1
2623,0
3583,0
3524,0
2957,0
3274,0
1094,0
3020,0
2176,1
2792,1
1754,0
2858,1
3064,0
3244,0
2407,1
1378,0
867,0
926,1
997,0
3057,0
2168,0
1839,0
1461,0
210,0
1602,0
59,0
1647,0
1320,0
3810,1
1138,1
765,0
2721,1
3428,0
1078,1
1897,0
1425,1
2507,1
2648,0
582,0
1226,0
3460,1
940,0
1080,0
187,0
1717,0
2257,1
3452,0
3291,0
3734,0
1424,1
226,0
3594,0
535,1
1146,0
2718,0
697,0
1457,1
2211,0
3231,0
3545,0
1860,0
1037,0
208,0
2406,0
565,0
313,0
601,1
233,1
2673,1
1965,0
3153,0
2059,0
111,0
2295,0
1089,1
2682,0
1924,0
2599,0
2481,0
472,0
2044,0
3660,0
1370,1
1448,0
3679,0
361,0
135,0
1134,0
1151,1
2411,0
1053,1
3246,1
22,1
3317,1
3684,0
3248,0
695,1
420,1
3571,1
460,0
1067,1
87,1
282,0
3854,0
3411,1
1340,1
3710,0
1235,0
859,0
533,0
3180,0
3326,0
2028,0
3052,1
3102,0
2828,0
1395,1
3849,1
1502,0
1563,0
1345,0
3819,0
1237,0
942,0
3757,1
1330,1
2163,0
2342,0
887,1
3745,0
685,1
3518,1
413,0
789,0
2138,0
3692,0
3262,0
3000,0
2309,0
3762,0
272,0
2470,1
521,0
522,0
2384,0
350,0
1539,1
2083,0
3876,0
3331,0
651,0
2274,0
3367,0
3619,1
1377,1
3155,1
1620,0
2905,0
168,0
3728,0
962,0
945,1
462,1
1718,0
328,0
2753,0
2206,1
1831,1
1778,0
367,1
3375,0
3418,1
2714,1
1874,0
772,0
3311,0
3829,0
3383,0
498,0
1234,1
1966,0
435,0
1251,0
365,0
2493,0
276,0
2580,0
2185,0
1650,0
407,1
3574,0
2862,0
2605,0
844,0
1815,0
1656,0
2743,0
3831,1
1940,0
1598,1
1960,0
2505,0
855,1
3300,0
78,0
944,1
199,1
1626,1
1537,0
801,0
2350,1
1681,0
1739,0
231,1
2409,0
1902,1
2678,0
2172,1
2195,1
2732,0
1813,1
2037,1
3732,1
1143,1
3480,0
191,0
104,1
3847,0
3750,0
3041,0
2210,0
2127,1
2475,0
1553,1
2356,1
2981,0
3393,1
1351,0
2159,0
3842,1
3388,1
3814,0
2114,0
1564,0
3284,0
994,1
464,1
1429,1
3680,1
3136,0
2314,0
1236,1
2357,1
3752,0
212,0
1036,0
3782,0
900,0
3056,0
3501,1
741,1
3432,0
3023,0
2608,0
1206,1
509,0
597,0
1869,0
981,0
1406,0
3437,0
518,1
1420,0
767,0
2577,0
2683,0
421,0
123,0
3357,1
1744,1
2566,0
819,1
100,0
3434,0
1283,0
3609,1
2972,0
3412,1
1103,0
2512,0
3022,1
3481,1
2657,1
1352,1
3612,1
3236,0
3011,0
982,1
456,0
2898,0
2886,1
2759,0
381,0
3642,0
1789,1
3310,0
1010,1
3885,1
3899,1
662,0
2140,1
3686,1
3540,1
2736,0
2924,1
3055,1
2963,1
3872,0
845,1
542,1
91,0
2487,0
3488,1
1196,0
1102,0
2611,0
2754,1
3396,0
3590,1
2098,1
2428,0
3889,0
1048,0
2760,0
3382,0
898,0
1533,0
237,0
1431,1
3439,1
1133,0
3173,0
2658,1
163,1
2236,0
1743,1
252,1
3026,1
2333,0
1846,0
930,0
1922,0
1613,0
3332,0
2915,0
2653,0
1551,0
2174,0
2940,1
1090,0
3785,0
1995,0
1181,0
593,0
677,0
41,0
2290,1
2334,0
2707,1
1844,1
243,1
1124,0
1339,1
2149,1
1735,1
1487,0
1442,0
261,0
1512,0
2704,0
2629,0
2804,0
834,0
3599,0
1580,1
2936,0
2815,0
340,0
1779,0
748,0
1964,0
480,1
1577,0
2166,1
1909,1
783,1
3349,0
3683,0
2548,0
3129,0
2316,0
2436,0
3901,0
1538,1
2562,1
2749,1
1694,1
1271,0
2664,1
1127,1
626,0
347,0
1749,0
2484,1
2770,0
979,1
1423,1
3362,0
2452,1
911,0
2913,0
632,1
3223,1
445,0
617,1
2053,1
3035,1
2119,1
1905,0
1904,0
2375,1
3316,0
1465,0
3640,1
2063,1
115,0
1494,0
353,0
1232,1
613,1
2884,0
3212,0
3836,0
3633,0
2466,0
3674,1
57,0
2632,0
2458,0
2843,0
1253,0
3258,0
2446,0
2912,0
2855,0
1807,0
3015,1
2817,0
560,0
707,1
1566,1
424,0
1093,1
1376,1
647,0
72,1
2320,1
2573,1
2417,0
1005,0
620,1
3276,1
2791,1
553,0
3708,1
1800,0
1554,1
3466,0
3477,1
2534,0
998,0
2889,0
2429,1
1957,1
1397,0
3573,0
2283,0
3887,0
2268,0
3677,0
440,1
508,0
1100,1
589,0
3443,0
649,1
1546,0
3560,0
3830,0
2270,0
3769,1
1987,0
1455,0
2014,0
660,0
630,1
672,1
1249,1
1651,0
482,1
1584,0
2909,0
3334,0
3424,1
1462,0
3214,0
2513,0
2325,0
856,0
1225,0
1190,1
2233,0
530,0
3584,1
49,1
2844,0
1703,1
858,1
2456,0
1072,0
719,1
3472,0
2115,0
2917,1
2170,0
2259,1
2757,0
2121,0
2892,0
1777,1
2880,0
3520,1
2668,0
2478,0
1783,0
3364,1
2771,1
1385,0
1399,0
1195,1
3681,0
1475,0
3718,0
3837,0
2271,1
297,1
2003,0
1264,1
2011,0
958,0
1606,0
1992,0
3559,1
1832,0
1609,0
2355,0
1374,0
1286,1
3896,1
349,0
1368,1
2080,0
643,0
1921,1
1937,0
669,0
3543,0
2077,0
3192,0
1726,1
1179,1
3636,0
2157,1
3448,1
1587,1
3079,0
2202,1
2318,1
1357,1
786,0
3908,1
140,1
788,1
323,0
2630,0
714,0
2144,1
2319,1
3607,1
1972,0
3287,0
1812,0
618,0
406,1
3238,1
2665,1
1811,0
1918,1
3838,0
497,1
3195,1
342,0
3579,1
3727,0
782,0
1323,0
2258,1
1861,1
303,1
3538,0
2402,1
664,0
1177,0
1244,0
2380,1
2252,0
2942,0
3884,0
3716,0
84,0
2868,0
941,1
961,0
841,0
3288,1
3697,1
3083,1
1948,0
3285,1
2099,0
290,1
2123,1
2486,0
1876,1
3271,1
3536,1
604,0
2638,0
916,0
2078,0
3158,0
1099,0
1088,1
3712,0
2722,1
1624,1
2457,1
821,0
3844,0
2421,0
3690,1
3156,0
3203,1
1302,0
1000,0
3216,0
2018,0
1505,0
1477,1
18,1
1637,0
1667,0
493,0
1125,0
1404,1
3027,0
2636,0
2042,0
3886,0
3414,1
3167,0
584,0
2279,0
687,0
2910,0
2232,1
1849,0
1608,0
3447,0
2591,0
1009,1
3133,1
2254,1
360,1
3323,0
3564,0
2494,0
1677,1
1310,0
2031,0
2672,0
800,0
2345,0
344,0
986,0
2468,0
743,0
2883,1
1671,0
2390,1
3517,1
113,0
1437,1
2460,0
1241,0
1142,0
2354,1
1216,0
1198,1
85,1
1518,1
2980,1
1381,1
2216,1
668,0
2240,1
1014,1
128,1
1364,0
3078,1
1936,1
891,0
2506,0
1359,1
307,0
3634,0
383,0
150,0
1317,1
1451,0
2859,0
2540,0
426,1
494,1
1207,1
2802,1
2414,0
1208,0
1820,0
2969,0
3150,0
3522,1
2655,0
1867,1
1239,0
2086,0
2954,0
275,1
489,0
2758,1
1229,0
690,1
3233,0
2592,1
2619,0
2009,0
1780,0
2856,0
3777,0
1058,0
118,0
1024,0
2952,0
281,1
2289,0
1316,0
3025,0
968,1
1665,0
1938,0
2596,1
2256,1
619,0
1742,0
3851,1
155,0
1847,0
3811,1
1655,0
2403,0
304,1
2525,1
3315,1
2179,1
3905,0
3440,0
1307,0
2183,0
575,0
2538,1
3345,0
3410,0
1706,0
2398,1
1299,0
132,1
2890,1
3126,1
3239,1
843,1
1801,0
1628,1
2092,0
269,0
629,1
1730,0
1033,1
3756,0
286,1
1326,0
2866,0
300,1
3761,1
3509,0
1447,0
1472,1
3088,0
2412,1
1186,0
65,0
2877,1
1880,1
890,0
3010,0
3390,1
1766,0
2453,0
2067,0
230,1
503,1
3502,0
2688,0
380,0
3013,0
1525,0
2244,0
2561,1
1004,0
836,1
2323,0
374,0
3039,0
3278,1
2873,0
939,0
1321,0
3702,0
2684,1
751,1
99,0
1543,1
3186,0
866,0
1760,0
910,1
2155,1
1575,1
529,0
1260,0
2008,1
2392,0
636,0
1269,1
185,0
3031,1
2005,1
1961,0
3431,0
1797,1
931,1
1441,1
2381,1
3587,1
2609,0
1535,0
865,1
3113,1
1273,1
2921,1
2272,0
607,0
2552,0
1712,1
3822,1
151,1
3880,0
3398,1
1405,1
3387,0
731,0
2991,1
2477,0
3551,0
23,0
3275,0
1977,1
158,0
1748,0
861,0
1840,1
3641,1
902,0
352,0
1230,0
3402,1
1973,1
2925,0
444,1
3826,0
754,0
1737,0
923,1
1666,0
3869,0
2727,1
311,0
1375,0
548,0
2587,0
1746,0
3825,0
2822,1
3054,0
1835,1
306,0
287,0
694,0
308,1
2857,0
1756,0
1927,0
3858,0
2473,0
749,0
1590,1
1170,0
121,0
1266,0
2102,1
2570,1
908,0
2215,0
86,0
3738,1
2118,1
3527,1
970,0
13,0
873,1
1723,1
808,0
3351,0
514,1
3127,1
409,0
3760,1
3374,1
207,0
2752,0
458,0
2225,0
2351,1
3333,0
2401,0
2582,0
1883,0
1713,0
2531,1
2177,1
552,0
3693,1
3558,1
1925,1
634,1
3595,0
316,0
3820,0
3635,1
1328,0
427,1
2674,1
105,0
142,1
3299,0
3074,0
2184,0
1949,0
3471,1
3643,1
2943,0
3840,0
1951,0
2620,0
2854,0
1109,0
3563,1
591,0
3629,0
1576,0
2529,0
213,0
778,0
2784,0
2408,0
2043,0
3218,1
2245,0
3267,1
1567,1
3705,0
3464,1
2299,0
3529,1
1343,0
2013,0
273,0
71,0
1087,1
394,0
583,0
3780,0
2615,0
2631,0
3568,0
2553,0
2903,0
1763,1
2946,0
1259,0
526,0
377,0
1559,0
3597,0
1963,0
3489,0
348,1
2685,0
1709,0
1050,0
590,1
519,0
3725,1
3903,1
1083,1
2302,0
3906,0
1809,0
3791,0
792,0
3701,1
1980,1
2498,1
3900,1
1530,1
1410,0
2852,0
3097,0
83,0
3070,0
20,0
2702,1
1562,0
973,1
1710,0
2541,0
1098,1
886,1
3395,0
3081,0
3290,1
737,0
1453,1
2535,1
3506,0
2126,0
906,0
2344,0
3528,0
947,0
2441,1
3740,0
715,0
2807,0
686,1
3336,0
2935,0
3875,1
885,0
917,1
2405,1
2463,0
1265,1
483,0
2927,0
3378,0
277,1
988,0
2084,1
1245,1
571,1
1435,0
993,1
2212,0
2208,0
585,1
1349,1
1007,1
674,0
447,0
2226,1
3053,1
2064,0
3094,1
2643,0
1690,1
3228,1
1247,1
1985,1
294,1
1547,1
2012,1
588,0
2129,0
2996,1
425,1
1054,1
3250,0
556,0
2953,1
3408,0
3462,0
3821,0
2637,0
1193,1
1716,0
2644,0
3525,1
3833,0
2400,0
1285,1
3123,0
2459,0
3122,0
2087,0
1889,0
1591,1
3662,1
2162,1
2340,1
3149,1
1137,0
3295,1
3676,0
3696,1
1711,1
3229,0
453,0
913,1
2610,0
1199,0
1274,1
37,1
974,0
983,1
2603,0
1418,0
1560,1
39,0
1486,1
3498,1
169,0
1355,1
3473,1
3514,0
3828,1
3781,0
1640,0
1290,0
1380,1
1933,0
579,0
2030,1
892,0
780,0
159,0
2,0
2663,1
3221,0
849,0
